line_id,order_id,line_number,product_id,quantity,unit_price,unit_cost,line_total,line_cost
427,95,7,259,4,120.88,60.11,483.52,240.44
428,95,8,27,5,180.06,128.24,900.30,641.20
429,95,9,89,10,48.24,31.20,482.40,312.00
430,95,10,280,6,339.68,171.59,2038.08,1029.54
431,96,1,108,2,166.57,110.63,333.14,221.26
432,96,2,162,2,365.75,237.76,731.50,475.52
433,96,3,31,1,167.81,124.41,167.81,124.41
434,96,4,122,5,220.29,141.44,1101.45,707.20
435,96,5,21,4,58.70,43.54,234.80,174.16
436,96,6,275,4,210.49,97.92,841.96,391.68
437,97,1,251,2,9.47,4.68,18.94,9.36
438,97,2,4,6,41.99,30.33,251.94,181.98
439,97,3,61,2,541.39,357.60,1082.78,715.20
440,97,4,267,12,5.17,2.59,62.04,31.08
441,98,1,23,4,187.61,136.55,750.44,546.20
442,98,2,188,6,139.14,79.02,834.84,474.12
443,98,3,213,1,1715.29,1046.19,1715.29,1046.19
444,98,4,169,10,14.05,8.42,140.50,84.20
445,99,1,61,2,546.78,357.60,1093.56,715.20
446,99,2,76,2,1134.74,726.32,2269.48,1452.64
447,99,3,216,1,2241.24,1385.43,2241.24,1385.43
448,100,1,123,2,1041.53,572.68,2083.06,1145.36
449,100,2,1,10,71.73,51.68,717.30,516.80
450,100,3,229,1,1329.61,831.10,1329.61,831.10
451,100,4,10,7,72.08,53.68,504.56,375.76
452,100,5,134,3,93.50,54.48,280.50,163.44
453,100,6,203,1,36.75,21.36,36.75,21.36
454,100,7,189,1,196.25,109.77,196.25,109.77
455,101,1,90,5,385.71,242.21,1928.55,1211.05
456,101,2,38,2,239.41,174.59,478.82,349.18
457,101,3,253,5,21.68,9.90,108.40,49.50
458,102,1,51,6,54.10,35.22,324.60,211.32
459,102,2,152,5,160.18,105.13,800.90,525.65
460,103,1,69,6,408.79,255.29,2452.74,1531.74
461,103,2,149,6,274.49,159.43,1646.94,956.58
462,103,3,274,5,300.86,145.74,1504.30,728.70
463,103,4,63,5,204.97,135.74,1024.85,678.70
464,103,5,53,1,280.41,174.87,280.41,174.87
465,103,6,189,5,195.88,109.77,979.40,548.85
466,104,1,50,3,233.75,171.06,701.25,513.18
467,104,2,31,2,169.14,124.41,338.28,248.82
468,104,3,170,23,20.97,12.02,482.31,276.46
469,105,1,136,4,56.12,36.78,224.48,147.12
470,105,2,164,2,285.78,178.38,571.56,356.76
471,105,3,186,1,1367.75,807.95,1367.75,807.95
472,105,4,201,10,21.33,12.61,213.30,126.10
473,105,5,271,7,14.94,7.82,104.58,54.74
474,105,6,173,20,11.65,6.94,233.00,138.80
475,106,1,85,3,63.04,40.40,189.12,121.20
476,106,2,102,9,48.97,30.10,440.73,270.90
477,106,3,99,3,68.04,44.42,204.12,133.26
478,106,4,136,1,55.42,36.78,55.42,36.78
479,107,1,11,5,30.31,21.20,151.55,106.00
480,107,2,145,3,171.73,100.72,515.19,302.16
481,107,3,145,5,172.93,100.72,864.65,503.60
482,107,4,258,3,49.85,24.86,149.55,74.58
483,107,5,49,2,154.46,110.88,308.92,221.76
484,107,6,106,3,119.09,76.12,357.27,228.36
485,108,1,219,2,768.57,488.06,1537.14,976.12
486,108,2,39,3,169.21,126.28,507.63,378.84
487,108,3,194,6,70.34,40.71,422.04,244.26
488,108,4,28,3,335.90,247.12,1007.70,741.36
489,108,5,30,3,331.07,233.56,993.21,700.68
490,108,6,174,9,37.68,22.98,339.12,206.82
491,109,1,65,5,381.93,260.29,1909.65,1301.45
492,109,2,98,10,45.27,29.22,452.70,292.20
493,109,3,220,1,1445.36,908.33,1445.36,908.33
494,109,4,46,6,85.03,60.55,510.18,363.30
495,110,1,21,3,59.38,43.54,178.14,130.62
496,111,1,1,10,71.11,51.68,711.10,516.80
497,111,2,55,6,283.41,181.85,1700.46,1091.10
498,111,3,68,1,604.01,397.09,604.01,397.09
499,111,4,226,1,2247.52,1334.85,2247.52,1334.85
500,111,5,6,1,101.66,75.01,101.66,75.01
501,111,6,26,1,177.44,130.99,177.44,130.99
502,112,1,57,3,188.40,122.94,565.20,368.82
503,112,2,28,2,346.59,247.12,693.18,494.24
504,112,3,7,7,25.87,18.82,181.09,131.74
505,112,4,21,1,59.65,43.54,59.65,43.54
506,112,5,4,10,40.89,30.33,408.90,303.30
507,113,1,92,5,408.98,252.26,2044.90,1261.30
508,113,2,275,3,209.92,97.92,629.76,293.76
509,113,3,61,1,527.73,357.60,527.73,357.60
510,113,4,190,6,155.74,94.91,934.44,569.46
511,114,1,139,2,278.78,142.07,557.56,284.14
512,114,2,139,2,274.33,142.07,548.66,284.14
513,114,3,124,1,725.57,403.70,725.57,403.70
514,114,4,16,1,51.42,36.85,51.42,36.85
515,114,5,194,1,71.60,40.71,71.60,40.71
516,115,1,17,6,32.74,23.28,196.44,139.68
517,115,2,90,6,384.09,242.21,2304.54,1453.26
518,115,3,64,2,149.63,94.71,299.26,189.42
519,115,4,26,4,179.50,130.99,718.00,523.96
520,115,5,10,6,71.91,53.68,431.46,322.08
521,115,6,46,2,84.83,60.55,169.66,121.10
522,116,1,6,4,103.60,75.01,414.40,300.04
523,116,2,235,1,2898.12,2262.83,2898.12,2262.83
